disasterNo,year,seq,group,subgroup_id,type_id,subtype,eventName,country,iso,region_id,continent_id,location,startYear,startMonth,startDay,endYear,endMonth,endDay,totalDeaths,injured,Affected,homeless,totalAffected,damageCost
2003-0229-LKA,2003,229,Natural,Hydrological,Flood,Flash flood,,Sri Lanka,LKA,SouthernAsia,Asia,"Ratnapura district (Sabaragamuwa province), Kalutara district (Western province), Nuwara Eliya district (Central province), Southern province",2003,5,17,2003,5,26,235,,695000,,695000,29000
2003-0245-DZA,2003,245,Natural,Geophysical,Earthquake,Ground movement,,Algeria,DZA,NorthernAfrica,Africa,"Thenia, Zemmouri, Boumerdes, Dellys, Khemis El Khechna, Bordj Menaiel, Isser districts (Boumerdes province), Reghaia, Rouiba, Bab El Oued, Alger, Casbah, Hamma Anassers districts (Alger province)",2003,5,21,2003,5,21,2266,10261,,200000,210261,5000000
2003-0331-CHN,2003,331,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Funan Xian, Mengcheng Xian, Yingshang Xian areas (Anhui Sheng province), Huoqiu Xian area (Lu'an district, Anhui Sheng province), Wangjiang Xian area (Anqing district, Anhui Sheng province), Xuyi Xian, Huaiyin Shi, Hongze Lake areas (Huai'an district, Jiangsu Sheng province), Xixia Xian area (Nanyang district, Henan Sheng province), Bengbu, Chuzhou districts (Anhui Sheng province), Shandong Sheng province",2003,7,1,2003,8,7,30,,,1200000,1200000,4830000
2003-0448-BMU,2003,448,Natural,Meteorological,Storm,Tropical cyclone,Fabian,Bermuda,BMU,NorthernAmerica,Americas,,2003,9,5,2003,9,6,4,,,,,300000
2003-0459-JPN,2003,459,Natural,Meteorological,Storm,Tropical cyclone,Maemi,Japan,JPN,EasternAsia,Asia,Okinawa province,2003,9,12,2003,9,13,1,93,130,,223,50000
2003-0391-CHE,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,Switzerland,CHE,WesternEurope,Europe,"Aargau, Appenzll Ausser-rhoden, Appenzell Inner-rhoden, Basel-landschaft, Basel-stadt, Bern, Friboug, Genève, Glaurus, Graubünden, Jura, Luzern, Neuchâtel, Nidwalden, Obwalden, Sankt Gallen, Schaffhaussen, Schwyz, Solothurn, Thurgau, Ticino, Uri, Valais, Vaud, Zug, Zurich provinces",2003,7,,2003,7,,1039,,,,,280000
2003-0391-DEU,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,Germany,DEU,WesternEurope,Europe,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Nierdersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",2003,8,,2003,8,,9355,,,,,1650000
2003-0391-ESP,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,Spain,ESP,SouthernEurope,Europe,Andaloucia province,2003,8,1,2003,8,11,15090,,,,,880000
2003-0391-FRA,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,France,FRA,WesternEurope,Europe,"Alsace, Aquitaine, Auvergne, Basse-Normandie, Bourgogne, Bretagne, Centre, Champagne-Ardenne, Corse, Franche-Compte, Haute-Normandie, Ile-de-France, Languedoc-Rousillon, Limousin, Lorraine, Nord-Pas-de-Calais, Pays-de-la-Loire, Picardie, Poitou-Charentes, Provence-Alpes-Côte-D'azur, Rhône-Alpes, Midi-Pyrénées provinces",2003,8,1,2003,8,20,19490,,,,,4400000
2003-0250-IND,2003,250,Natural,Meteorological,Extreme temperature ,Heat wave,,India,IND,SouthernAsia,Asia,"Andhra Pradesh, Orissa, Tamil Nadu, Vidarbha (=part of Maharashtra), Chhattisgarh, Jharkland, Uttar Pradesh, Rajasthan, Madhya Pradesh, Bihar provinces",2003,5,14,2003,6,6,1210,,,,,400000
2003-0391-ITA,2003,391,Natural,Meteorological,Extreme temperature ,Heat wave,,Italy,ITA,SouthernEurope,Europe,"Milano, Varese districts (Lombardia province), Torino district (Piemonte province), Firenze district (Toscana province), Lecce district (Puglia province), Genova district (Liguria province)",2003,7,16,2003,8,15,20089,,,,,4400000
2003-0487-CAN,2003,487,Natural,Meteorological,Storm,Tropical cyclone,Juan,Canada,CAN,NorthernAmerica,Americas,"Nova Scotia, Prince Edward Island provinces",2003,9,28,2003,9,29,2,,200,,200,110000
2003-0155-IDN,2003,155,Natural,Hydrological,Landslide,Landslide,,Indonesia,IDN,South-EasternAsia,Asia,"Ende, Sikka, Kupang, Flores Timur districts (Nusatenggara Timur province)",2003,3,31,2003,4,2,76,248,229300,,229548,3961
2003-0231-CAN,2003,231,Natural,Hydrological,Flood,Riverine flood,,Canada,CAN,NorthernAmerica,Americas,"Colchester, Cumberland districts (Nova Scotia/Nouvelle Ecosse province)",2003,3,31,2003,4,3,2,,170,,170,10000
2003-0511-CAN,2003,511,Natural,Hydrological,Flood,Riverine flood,,Canada,CAN,NorthernAmerica,Americas,"Squamish, Pemberton, Whistler, Mount Currie cities (Squamish-Lillooet district, Bristish Columbia province), Fraser Valley city (Fraser Valley district, British Columbia province), Capital district (Bristish Columbia province)",2003,10,17,2003,10,26,2,,800,,800,15000
2003-0369-CAN,2003,369,Natural,Climatological,Wildfire,Forest fire,,Canada,CAN,NorthernAmerica,Americas,"British Columbia, Alberta, Saskatchewan, Manitoba provinces",2003,8,1,2003,9,14,1,,,,,545000
2003-0402-CHN,2003,402,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Lindong village (Balin-Zuo Qi area, Chifeng district, Nei Mongol Zizhiqu province), Tianshanzhen village (Aluke'erqin Qi area, Chifeng district, Nei Mongol Zizhiqu province)",2003,8,16,2003,8,16,4,1000,415000,39500,455500,167000
2003-0509-CHN,2003,509,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Dayao Xian area (Chuxiong Yi district, Yunnan Sheng province)",2003,10,16,2003,10,16,3,56,60000,,60056,60000
2003-0519-CHN,2003,519,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Minle Xian, Shandan Xian, Sunan Yugu Zizhixian areas (Zhangye district, Gansu Sheng province) ",2003,10,25,2003,10,25,9,43,50000,225000,275043,40000
2003-0582-CHN,2003,582,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Zhaosu Xian area (Ili Kazakh district, Xinjiang Uygur Zizhiqu province)",2003,12,1,2003,12,1,11,73,3510,2435,6018,1933
2003-0724-CHN,2003,724,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Songkouzhen, Changpingling towns (Fuzhou district, Fujian Sheng province)",2003,9,20,2003,9,22,13,,8000,,8000,9640
2003-0346-CHN,2003,346,Natural,Meteorological,Storm,Tropical cyclone,Imbudo,China,CHN,EasternAsia,Asia,"Guangxi Zhuangzu Zizhiqu, Guangdong Sheng provinces",2003,7,24,2003,7,24,20,20,7400000,,7400020,100000
2003-0443-CHN,2003,443,Natural,Meteorological,Storm,Tropical cyclone,Dujuan,China,CHN,EasternAsia,Asia,"Guangdong Sheng, Fujian Sheng provinces",2003,9,1,2003,9,3,38,1000,,68925,69925,241000
2003-0238-DOM,2003,238,Natural,Hydrological,Flood,Riverine flood,,Dominican Republic (the),DOM,Caribbean,Americas,Maria Trinidad Sanches province,2003,4,16,2003,4,22,1,,460,,460,2100
2003-0661-HND,2003,661,Natural,Hydrological,Flood,Riverine flood,,Honduras,HND,CentralAmerica,Americas,"La Ceiba district (Atlantida province), Yoro province",2003,11,28,2003,12,24,7,,3000,,3000,20000
2003-0134-IND,2003,134,Natural,Meteorological,Storm,Convective storm,,India,IND,SouthernAsia,Asia,"Bankura, Hugli, Haora districts (West Bengal province)",2003,3,12,2003,3,12,30,500,294765,190645,485910,16000
2003-0683-IND,2003,683,Natural,Hydrological,Flood,Riverine flood,,India,IND,SouthernAsia,Asia,"Cuttack, Jagatsinghpur, Kendrapara, Jajpur, Puri, Bolangir, Sonepur, Kalahandi, Rayagada, Gajapati, Baragarh, Koraput, Nayagarh, Ganjam, Angul districts (Orissa province)",2003,8,27,2003,10,20,67,,3000000,,3000000,169000
2003-0438-IRN,2003,438,Natural,Geophysical,Earthquake,Ground movement,,Iran (Islamic Republic of),IRN,SouthernAsia,Asia,"Shahr e Pir, Deberan, Deh No, Darreh Shur, Darya, Zarrin-Dasht, Hajjiabad villages (Darab district, Fars province), Jahrom district (Fars province)",2003,7,10,2003,7,10,1,25,,17500,17525,21666
2003-0630-IRN,2003,630,Natural,Geophysical,Earthquake,Ground movement,,Iran (Islamic Republic of),IRN,SouthernAsia,Asia,Bam district (Kerman province),2003,12,26,2003,12,26,26796,22628,200000,45000,267628,500000
2004-0532-JPN,2004,532,Natural,Geophysical,Earthquake,Ground movement,,Japan,JPN,EasternAsia,Asia,"Odiyasi, Nagaokasi, Tookamatisi districts (Niigata province) ",2004,10,23,2004,10,23,40,3183,59000,,62183,28000000
2004-0153-FJI,2004,153,Natural,Meteorological,Storm,Tropical cyclone,,Fiji,FJI,Melanesia,Oceania,"Central, Western, Northern provinces",2004,4,8,2004,4,8,16,,5000,,5000,4000
2004-0473-HTI,2004,473,Natural,Meteorological,Storm,Tropical cyclone,Jeanne,Haiti,HTI,Caribbean,Americas,"Artibonite, Centre, Sud, Nord Ouest provinces",2004,9,17,2004,9,18,2754,2620,298926,14048,315594,50000
2004-0428-KOR,2004,428,Natural,Meteorological,Storm,Tropical cyclone,Megi (Lawin/18W),Korea (the Republic of),KOR,EasternAsia,Asia,"Chollabuk-do, Chollanam-do, Kyongsangbuk-do, Kyongsangnam-do provinces",2004,8,15,2004,8,17,8,,,2400,2400,1000
2004-0298-BGD,2004,298,Natural,Hydrological,Flood,Riverine flood,,Bangladesh,BGD,SouthernAsia,Asia,"Brahamanbaria, Comilla, Chandpur districts (Chittagong province), Kurigram, Rangpur, Gaibandha districts (Rangpur province), Bogra, Naogaon, Pabna, Serajganj districts (Rajshahi province), Sylhet, Dhaka provinces",2004,6,20,2004,8,3,730,,36000000,,36000000,2200000
2004-0492-JPN,2004,492,Natural,Meteorological,Storm,Tropical cyclone,Meari (Quinta/25W),Japan,JPN,EasternAsia,Asia,"Niihama, Saizyoosi districts (Ehime province), Miyagawamura district (Mie province) ",2004,9,23,2004,9,25,25,89,10000,,10089,740000
2004-0524-JPN,2004,524,Natural,Meteorological,Storm,Tropical cyclone,Tokage (Siony/27W),Japan,JPN,EasternAsia,Asia,"Ibaraki, Kanagawa, Nagano, Toyama, Kyooto, Okayama, Tokusima, Ehime, Kagawa, Saga, Miyazaki, Okinawa provinces",2004,10,15,2004,10,19,89,342,84450,,84792,2300000
2004-0462-JAM,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Jamaica,JAM,Caribbean,Americas,"Clarendon, Westmoreland, Saint Catherine, Saint Elizabeth, Saint Thomas, Saint Ann, Trelawny, Saint Andrew And Kingston provinces",2004,9,11,2004,9,11,15,,350000,,350000,595000
2004-0473-BHS,2004,473,Natural,Meteorological,Storm,Tropical cyclone,Jeanne,Bahamas (the),BHS,Caribbean,Americas,"Abaco, Andros, Berry, Bimini, Eleuthera, Exuma, Grand Bahama, New Providence Islands (Administrative unit not available)",2004,9,25,2004,9,25,9,,1000,,1000,550000
2004-0473-DOM,2004,473,Natural,Meteorological,Storm,Tropical cyclone,Jeanne,Dominican Republic (the),DOM,Caribbean,Americas,"Santo Domingo, Maria Trinidad Sanches, Espaillat, Samana, Duarte, Monte Cristi, San Pedro de Macoris, El Seibo, La Romana, Azua, Hato Mayor, La Altagracia provinces",2004,9,16,2004,9,17,11,9,14000,,14009,296000
2004-0040-IDN,2004,40,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,Nabire district (Papua province),2004,2,5,2004,2,5,37,682,13390,,14072,1000
2004-0607-IDN,2004,607,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,Nabire district (Papua province),2004,11,26,2004,11,26,32,213,12620,,12833,55000
2004-0236-BRA,2004,236,Natural,Hydrological,Flood,Riverine flood,,Brazil,BRA,SouthAmerica,Americas,Maceio district (Alagoas province),2004,6,1,2004,6,2,28,54,,2200,2254,370
2004-0284-CHN,2004,284,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Huaihua, Yiyang, Xiangxi Tujia and Miao, Changsha , Loudi, Hengyang , Yueyang areas (Hunan Sheng province)",2004,6,20,2004,6,25,47,500,168000,,168500,361000
2004-0325-CHN,2004,325,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,Jiangxi Sheng province,2004,5,13,2004,5,17,7,,,,,53500
2004-0457-CHN,2004,457,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Nanchong, Bazhong, Dazhou, Mianyang, Guang'an, Guangyuan, Ya'an, Liangshan Yi districts (Sichuan Sheng province), Chongqing Shi province",2004,9,2,2004,9,7,222,10000,8240000,3000,8253000,471000
2004-0401-GEO,2004,401,Natural,Hydrological,Flood,Riverine flood,,Georgia,GEO,WesternAsia,Asia,Mestia (Samergelo and Zemo (upper) Svaneti province),2004,7,15,2004,7,20,1,,,90,90,2156
2004-0234-IRN,2004,234,Natural,Geophysical,Earthquake,Ground movement,,Iran (Islamic Republic of),IRN,SouthernAsia,Asia,"Nour, Baladeh cities (Nur district, Mazandaran province), Alamout area (Qasr-e shirin district, Ghazvin province), Taleghan area (Savojbolagh district, Tehran province), Chalus, Noshahr districts (Mazandaran province)",2004,5,28,2004,5,28,35,278,220,,498,165000
2004-0339-JPN,2004,339,Natural,Hydrological,Flood,Flash flood,,Japan,JPN,EasternAsia,Asia,"Niigata, Hukusima provinces",2004,7,12,2004,7,14,21,7,20000,5800,25807,1950000
2004-0381-KOR,2004,381,Natural,Hydrological,Flood,Riverine flood,,Korea (the Republic of),KOR,EasternAsia,Asia,"Chungchongbuk-do, Chungchongnam-do, Seoul, Kyonggi-do, Chollanam-do provinces",2004,8,15,2004,8,22,10,,1501,,1501,5548
2004-0659-IDN,2004,659,Natural,Geophysical,Earthquake,Tsunami,,Indonesia,IDN,South-EasternAsia,Asia,"Nangroe Aceh Darussalam, Sumatera Utara provinces",2004,12,26,2004,12,26,165708,,,532898,532898,4451600
2004-0659-KEN,2004,659,Natural,Geophysical,Earthquake,Tsunami,,Kenya,KEN,EasternAfrica,Africa,Mombassa district (Coast province),2004,12,26,2004,12,26,1,,,,,100000
2004-0182-CHN,2004,182,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Hengyang Shi, Hengyang Xian, Hengnan Xian areas (Hengyang district, Hunan Sheng province)",2004,4,21,2004,4,21,7,207,,700,907,6000
2004-0372-CHN,2004,372,Natural,Hydrological,Flood,Riverine flood,,China,CHN,EasternAsia,Asia,"Lushui Xian area (Nujiang Lisu district, Yunnan Sheng province), Tengchong Xian, Changning Xian and Longling Xian areas (Baoshan district, Yunnan Sheng province), Yingjiang Xian area (Dehong Dai and Jingpo district, Yunnan Sheng province), Heze, Jining, Tai'an, Linyi districts (Shandong Sheng province), Luohe, Nanyang, Pingdingshan, Sanmenxia, Xinxiang, Xuchang, Zhoukou districts (Henan Sheng province), Huaihua, Xiangxi Tujia and Miao, Zhangjiajie, Changde, Yiyang, Yueyang, Loudi, Shaoyang districts (Hunan Sheng province), Hubei Sheng, Guangxi Zhuangzu Zizhiqu, Chongqing Shi provinces",2004,7,15,2004,7,20,133,4026,33648000,,33652026,1100000
2004-0462-HTI,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Haiti,HTI,Caribbean,Americas,"Cap-Haitien district (Nord province), Cayes district (Sud province)",2004,9,13,2004,9,13,3,,4000,2500,6500,1000
2004-0435-CHN,2004,435,Natural,Meteorological,Storm,Tropical cyclone,Aere (Marce/20W),China,CHN,EasternAsia,Asia,"Zhejiang Sheng, Fujian Sheng provinces",2004,8,20,2004,8,23,2,7,,41350,41357,5000
2004-0061-IDN,2004,61,Natural,Hydrological,Landslide,Landslide,,Indonesia,IDN,South-EasternAsia,Asia,"Purworejo, Loano, Bagelen villages (Purworejo district, Jawa Tengah province)",2004,1,23,2004,1,30,29,,,,,3500
2004-0415-JAM,2004,415,Natural,Meteorological,Storm,Tropical cyclone,Charley,Jamaica,JAM,Caribbean,Americas,Saint Elizabeth province,2004,8,13,2004,8,13,1,6,120,,126,300000
2004-0445-JPN,2004,445,Natural,Meteorological,Storm,Tropical cyclone,Chaba,Japan,JPN,EasternAsia,Asia,"Oosaka, Hyoogo, Okayama, Ehime, Kagawa, Miyazaki, Kagosima provinces",2004,8,30,2004,8,31,14,50,180000,,180050,2000000
2004-0511-JPN,2004,511,Natural,Meteorological,Storm,Tropical cyclone,Ma-on (Rolly/26W),Japan,JPN,EasternAsia,Asia,"Tookyoo, Sizuoka, Aiti provinces",2004,10,3,2004,10,8,11,44,5904,,5948,603000
2004-0131-BRA,2004,131,Natural,Meteorological,Storm,Tropical cyclone,Catarina,Brazil,BRA,SouthAmerica,Americas,"Torres district (Rio Grande do Sul province), Ararangua district (Santa Catarina province)",2004,3,27,2004,3,29,4,60,150000,,150060,350000
2004-0462-BRB,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Barbados,BRB,Caribbean,Americas,"St. Andrew, St. George, St. James, St. John, St. Joseph, St. Lucy, St. Michael, St. Peter, St. Philip, St. Thomas, Christ Church provinces",2004,9,8,2004,9,8,1,,,880,880,5000
2004-0459-JPN,2004,459,Natural,Meteorological,Storm,Tropical cyclone,Songda (Nina/22W),Japan,JPN,EasternAsia,Asia,"Hukuoka, Kagosima, Kumamoto, Miyazaki, Nagasaki, Ooita, Saga provinces",2004,9,3,2004,9,4,41,900,40000,,40900,9000000
2004-0659-BGD,2004,659,Natural,Geophysical,Earthquake,Tsunami,,Bangladesh,BGD,SouthernAsia,Asia,"Barisal, Chittagong, Khulna provinces",2004,12,26,2004,12,26,2,,,,,500000
2004-0455-BHS,2004,455,Natural,Meteorological,Storm,Tropical cyclone,Frances,Bahamas (the),BHS,Caribbean,Americas,"Abacos, Andros, Berry Islands, Bimini, Eleuthera, Grand Bahama, New Providence islands (Administrative unit not available)",2004,9,2,2004,9,3,2,,8000,,8000,1000000
2004-0677-CHN,2004,677,Natural,Meteorological,Storm,Convective storm,,China,CHN,EasternAsia,Asia,"Lufeng Shi area (Shanwei district, Guangdong province), Huilai Xian area (Jieyang district, Guangdong province)",2004,5,8,2004,5,8,6,100,,462,562,4000
2004-0406-CHN,2004,406,Natural,Geophysical,Earthquake,Ground movement,,China,CHN,EasternAsia,Asia,"Ludian Xian area (Zhaotong district, Yunnan Sheng province)",2004,8,10,2004,8,10,4,600,,120000,120600,50000
2004-0412-CHN,2004,412,Natural,Meteorological,Storm,Tropical cyclone,Rananim (Karen/16W),China,CHN,EasternAsia,Asia,"Taizhou, Wenzhou, Ningbo, Shaoxing districts (Zheijang Sheng province)",2004,8,6,2004,8,12,188,4000,8590000,468000,9062000,2190000
2004-0415-CUB,2004,415,Natural,Meteorological,Storm,Tropical cyclone,Charley,Cuba,CUB,Caribbean,Americas,"La Habana, Pinar del Rio, Cienfuegos, Ciudad De La Habana, Isla De La Juventud provinces",2004,8,14,2004,8,14,4,5,202500,41500,244005,1000000
2004-0462-CYM,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Cayman Islands (the),CYM,Caribbean,Americas,Grand Cayman province,2004,9,12,2004,9,12,2,,,,,3430080
2004-0730-DEU,2004,730,Natural,Meteorological,Storm,,Gerda,Germany,DEU,WesternEurope,Europe,"Baden-Wuerttemberg, Bayern, Berlin, Brandenburg, Bremen, Hamburg, Hessen, Mecklenburg-Vorpommern, Niedersachsen, Nordrhein-Westfalen, Rheinland-Pfalz, Saarland, Sachsen, Sachsen-Anhalt, Schleswig-Holstein, Thueringen provinces",2004,1,12,2004,1,13,2,,,,,130000
2004-0462-DOM,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Dominican Republic (the),DOM,Caribbean,Americas,"Azua, Baoruco, Barahona, Dajabon, Distrito Nacional, Duarte, El Seibo, Elias Pina, Espaillat, Hato Mayor, Independencia, La Altagracia, La Romana, La Vega, Maria Trinidad Sanches, Monsenor Nouel, Monte Cristi, Monte Plata, Pedernales, Peravia, Puerto Plata, Salcedo, Samana, San Cristobal, San José de Ocoa, San Juan, San Pedro de Macoris, Sanchez Ramirez, Santiago, Santiago Rodriguez, Santo Domingo, Valverde provinces",2004,9,9,2004,9,9,4,,,,,1000
2004-0373-ESP,2004,373,Natural,Climatological,Wildfire,Forest fire,,Spain,ESP,SouthernEurope,Europe,"Andalucia, Region de Murcia provinces",2004,7,28,2004,8,4,3,100,1000,,1100,3000
2004-0462-GRD,2004,462,Natural,Meteorological,Storm,Tropical cyclone,Ivan,Grenada,GRD,Caribbean,Americas,"Name Unknown, St. Andrew's, St. George's, St. John's, St. Mark's, St. Patrick's provinces",2004,9,8,2004,9,8,39,,60000,,60000,889000
2004-0001-IDN,2004,1,Natural,Geophysical,Earthquake,Ground movement,,Indonesia,IDN,South-EasternAsia,Asia,"Kota Mataram, Lombok Barat districts (Nusatenggara Barat), Klungkung, Karangasem districts (Bali province)",2004,1,1,2004,1,1,1,40,30000,,30040,12000
2004-0098-IDN,2004,98,Natural,Hydrological,Flood,Riverine flood,,Indonesia,IDN,South-EasternAsia,Asia,Dki Jakarta province,2004,2,18,2004,2,23,5,,13000,,13000,60000
2004-0659-IND,2004,659,Natural,Geophysical,Earthquake,Tsunami,,India,IND,SouthernAsia,Asia,"Kancheepuram, Villupuram, Nagapattinam, Thoothukudi, Tirunelveli Kattabo, Kanniyakumari, Chennai, Thiruvallur, Cuddalore, Pudukkottai, Ramanathapuram, Sivaganga, Thanjavur districts (Tamil Nadu province), Vishakhapatnam, East Godavari, West Godavari, Krishna, Guntur, Prakasam, Nellore districts (Andhra Pradesh province), Kollam, Alappuzha, Ernakulam districts (Kerala province), Puducherry, Karaikal district (Puducherry province), Andaman and Nicobar province",2004,12,26,2004,12,26,16389,6913,647599,,654512,1022800
